Sampling_date,Waterbody,AMP_ID,Common_Name,Species_Name,Length_cm,Sampling_Notes,DNA_concentration_ng/?l,Extracted_by,Extraction_date_YYMMDD,Extraction_notes,DNA_concentration_2nd_nanodrop,DNA_concentration_2nd_extraction_ng/?l ,Extracted_by,Extraction_date_DDMMYY,DNA_concentration_3rd_extraction_ng/ul ,Extracted_by,Extraction_date_DDMMYY,Notes,Final_extraction_concentration,Final_extraction_by
14-Jul,Laurel_Creek_Park,AMP22_0453,Common_Shiner,Luxilus cornutus,3.5,Juvenile,13.75,Amy,2022-09-23,,,25.11,Amy,2022-11-03,,,,,25.11,Amy
14-Jul,Laurel_Creek_Park,AMP22_0454,Common_Shiner,Luxilus cornutus,3.4,Juvenile,6.59,Amy,2022-09-23,,,42.28,Amy,2022-11-03,,,,,42.28,Amy
14-Jul,Laurel_Creek_Park,AMP22_0455,Common_Shiner,Luxilus cornutus,3.3,Juvenile,36.65,Amy,2022-09-23,,,,,,,,,,36.65,Amy
14-Jul,Laurel_Creek_Park,AMP22_0456,Common_Shiner,Luxilus cornutus,3.6,Juvenile,15.24,Amy,2022-09-23,,,96.65,Amy,2022-12-01,,,,,96.65,Amy
14-Jul,Laurel_Creek_Park,AMP22_0457,Common_Shiner,Luxilus cornutus,3.4,Juvenile,18.29,Amy,2022-09-23,,,131,Amy,2022-12-01,,,,,131,Amy
14-Jul,Laurel_Creek_Park,AMP22_0458,Common_Shiner,Luxilus cornutus,3.6,Juvenile,29.53,Amy,2022-09-23,,,,,,,,,,29.53,Amy
14-Jul,Laurel_Creek_Park,AMP22_0459,Common_Shiner,Luxilus cornutus,3,Juvenile,9.801,Amy,2022-09-23,,,41.2,Amy,2022-12-01,89.36,Amy,2022-12-12,,89.36,Amy
14-Jul,Laurel_Creek_Park,AMP22_0460,Common_Shiner,Luxilus cornutus,3.4,Juvenile,10.18,Amy,2022-09-23,,,132.8,Amy,2022-12-01,,,,,132.8,Amy
14-Jul,Laurel_Creek_Park,AMP22_0461,Common_Shiner,Luxilus cornutus,3.6,Juvenile,28.11,Amy,2022-09-23,,,,,,,,,,28.11,Amy
14-Jul,Laurel_Creek_Park,AMP22_0462,Common_Shiner,Luxilus cornutus,4.4,Juvenile,16.41,Amy,2022-09-23,,,94.6,Amy,2022-12-01,,,,,94.6,Amy
14-Jul,Laurel_Creek_Park,AMP22_0463,Common_Shiner,Luxilus cornutus,3.1,Juvenile,16.02,Amy,2022-09-23,,,96.17,Amy,2022-12-01,,,,,96.17,Amy
14-Jul,Laurel_Creek_Park,AMP22_0464,Phimephales,Phimephales,4.2,Juvenile - died in bucket,10.88,Amy,2022-09-23,,,146.8,Amy,2022-12-01,,,,,146.8,Amy
14-Jul,Laurel_Creek_Park,AMP22_0465,Common_Shiner,Luxilus cornutus,3.2,Juvenile,29.46,Amy,2022-09-23,,,,,,,,,,29.46,Amy
14-Jul,Laurel_Creek_Park,AMP22_0466,Common_Shiner,Luxilus cornutus,3.4,Juvenile,12.56,Amy,2022-09-23,,,,,,105.5,Amy,2022-12-01,,105.5,Amy
14-Jul,Laurel_Creek_Park,AMP22_0467,Common_Shiner,Luxilus cornutus,3.1,Juvenile,16.75,Amy,2022-09-23,,,,,,128.2,Amy,2022-12-01,,128.2,Amy
14-Jul,Laurel_Creek_Park,AMP22_0468,Common_Shiner,Luxilus cornutus,3.7,Juvenile,23.93,Amy,2022-09-23,,,,,,,,,,23.93,Amy
14-Jul,Laurel_Creek_Park,AMP22_0469,Common_Shiner,Luxilus cornutus,3,Juvenile,9.605,Amy,2022-09-23,,,,,,69.26,Amy,2022-12-01,,69.26,Amy
14-Jul,Laurel_Creek_Park,AMP22_0470,Common_Shiner,Luxilus cornutus,3.1,Juvenile,23.13,Amy,2022-09-23,,,,,,,,,,23.13,Amy
14-Jul,Laurel_Creek_Park,AMP22_0471,Common_Shiner,Luxilus cornutus,3.5,Juvenile,28.71,Amy,2022-09-23,,,,,,,,,,28.71,Amy
14-Jul,Laurel_Creek_Park,AMP22_0472,Common_Shiner,Luxilus cornutus,3.1,Juvenile,9.737,Amy,2022-09-23,,,,,,119.4,Amy,2022-12-01,,119.4,Amy
14-Jul,Laurel_Creek_Park,AMP22_0473,Common_Shiner,Luxilus cornutus,3.4,Juvenile,25.91,Amy,2022-09-23,,,,,,,,,,25.91,Amy
14-Jul,Laurel_Creek_Park,AMP22_0474,Common_Shiner,Luxilus cornutus,3.1,Juvenile,8.189,Amy,2022-09-23,,,,,,74.75,Amy,2022-12-01,,74.75,Amy
14-Jul,Laurel_Creek_Park,AMP22_0475,Common_Shiner,Luxilus cornutus,3.3,Juvenile,8.134,Amy,2022-09-23,,,,,,78.32,Amy,2022-12-01,,78.32,Amy
14-Jul,Laurel_Creek_Park,AMP22_0476,Common_Shiner,Luxilus cornutus,3.1,Juvenile,8.49,Amy,2022-09-23,,,,,,77.82,Amy,2022-12-01,,77.82,Amy
14-Jul,Laurel_Creek_Park,AMP22_0477,Common_Shiner,Luxilus cornutus,3,Juvenile,9.472,Amy,2022-09-23,,,,,,80.76,Amy,2022-12-01,,80.76,Amy
14-Jul,Laurel_Creek_Park,AMP22_0478,Common_Shiner,Luxilus cornutus,3.6,Juvenile,20.7,Amy,2022-09-23,,,,,,,,,,20.7,Amy
14-Jul,Laurel_Creek_Park,AMP22_0479,Common_Shiner,Luxilus cornutus,3.9,Juvenile,19.32,Amy,2022-09-23,,,,,,,,,,19.32,Amy
14-Jul,Laurel_Creek_Park,AMP22_0480,Common_Shiner,Luxilus cornutus,4.1,Juvenile,13.25,Amy,2022-09-23,,,,,,70.87,Amy,2022-12-01,,70.87,Amy
18-Jul,Laurel_Creek_Park,AMP22_0481,Common_Shiner,Luxilus cornutus,4.2,,13.55,Amy,2022-09-23,,,,,,138.3,Amy,2022-12-01,,138.3,Amy
18-Jul,Laurel_Creek_Park,AMP22_0482,Creek_Chub,Semotilus atromaculatus,3.8,,34.37,Amy,2022-09-23,,,,,,,,,,34.37,Amy
18-Jul,Laurel_Creek_Park,AMP22_0483,Creek_Chub,Semotilus atromaculatus,3.5,,26.56,Amy,2022-09-23,,,,,,,,,,26.56,Amy
18-Jul,Laurel_Creek_Park,AMP22_0484,Creek_Chub,Semotilus atromaculatus,3.2,,9.1,Amy,2022-09-23,,,,,,119.8,Amy,2022-12-01,,119.8,Amy
18-Jul,Laurel_Creek_Park,AMP22_0485,Creek_Chub,Semotilus atromaculatus,3.2,,9.497,Amy,2022-09-23,,,,,,150.3,Amy,2022-12-01,,150.3,Amy
18-Jul,Laurel_Creek_Park,AMP22_0486,Creek_Chub,Semotilus atromaculatus,4.2,,29.99,Amy,2022-09-23,,,,,,,,,,29.99,Amy
18-Jul,Laurel_Creek_Park,AMP22_0487,Creek_Chub,Semotilus atromaculatus,4.5,,43.97,Amy,2022-09-23,,,,,,,,,,43.97,Amy
18-Jul,Laurel_Creek_Park,AMP22_0488,Creek_Chub,Semotilus atromaculatus,4.7,,28.66,Amy,2022-09-23,,,,,,,,,,28.66,Amy
18-Jul,Laurel_Creek_Park,AMP22_0489,Creek_Chub,Semotilus atromaculatus,4.5,,28.61,Amy,2022-09-23,,,,,,,,,,28.61,Amy
18-Jul,Laurel_Creek_Park,AMP22_0490,Creek_Chub,Semotilus atromaculatus,3.4,,24.92,Amy,2022-09-23,,,,,,,,,,24.92,Amy
18-Jul,Laurel_Creek_Park,AMP22_0491,Creek_Chub,Semotilus atromaculatus,3.1,,19.33,Amy,2022-09-23,,,,,,,,,,19.33,Amy
18-Jul,Laurel_Creek_Park,AMP22_0492,Creek_Chub,Semotilus atromaculatus,3.5,,21.84,Amy,2022-09-23,,,,,,,,,,21.84,Amy
18-Jul,Laurel_Creek_Park,AMP22_0493,Western_Blacknose_Dace,Rhinichthys obtusus,3,,33.24,Amy,2022-09-23,,,,,,,,,,33.24,Amy
18-Jul,Laurel_Creek_Park,AMP22_0494,Western_Blacknose_Dace,Rhinichthys obtusus,5.7,,25.58,Amy,2022-09-23,,,,,,,,,,25.58,Amy
18-Jul,Laurel_Creek_Park,AMP22_0495,Longnose_Dace,Rhinichthys cataractae,3.8,,30.45,Amy,2022-09-23,,,,,,,,,,30.45,Amy
18-Jul,Laurel_Creek_Park,AMP22_0496,Longnose_Dace,Rhinichthys cataractae,4.2,,14.58,Amy,2022-09-23,,,,,,110.3,Amy,2022-12-01,,110.3,Amy
18-Jul,Laurel_Creek_Park,AMP22_0497,Longnose_Dace,Rhinichthys cataractae,3.7,,14.45,Amy,2022-09-23,,,,,,108.7,Amy,2022-12-01,,108.7,Amy
18-Jul,Laurel_Creek_Park,AMP22_0498,Longnose_Dace,Rhinichthys cataractae,9.7,Red streaks on fins heavily parasitized,172.5,Amanda,2022-09-26,,65,,,,,,,,65,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0499,Western_Blacknose_Dace,Rhinichthys obtusus,6.4,,144.1,Amanda,2022-09-26,,27.51,,,,,,,,27.51,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0500,Longnose_Dace,Rhinichthys cataractae,6.8,,102.6,Amanda,2022-09-26,,21.4,,,,,,,,21.4,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0501,Western_Blacknose_Dace,Rhinichthys obtusus,6.7,,124.8,Amanda,2022-09-26,,61.49,,,,,,,,61.49,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0502,Western_Blacknose_Dace,Rhinichthys obtusus,7.2,,81.14,Amanda,2022-09-26,,15,71.37,Amanda,2022-11-08,,,,,71.37,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0503,Longnose_Dace,Rhinichthys cataractae,4.1,,81.1,Amanda,2022-09-26,,16.47,20.69,Amanda,2022-11-08,,,,,20.69,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0504,Western_Blacknose_Dace,Rhinichthys obtusus,6.1,,152.2,Amanda,2022-09-26,,34.97,,,,,,,,34.97,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0505,Western_Blacknose_Dace,Rhinichthys obtusus,7.7,,97.83,Amanda,2022-09-26,,46.8,,,,,,,,46.8,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0506,Longnose_Dace,Rhinichthys cataractae,11.9,,120.5,Amanda,2022-09-26,,29.45,,,,,,,,29.45,Amanda
18-Jul,Laurel_Creek_Park,AMP22_0507,Western_Blacknose_Dace,Rhinichthys obtusus,2.7,,73.85,Amanda,2022-09-26,,21.84,,,,,,,,21.84,Amanda
21-Jul,Clair_Creek ,AMP22_0508,Western_Blacknose_Dace,Rhinichthys obtusus,7.8,,126.9,Amanda,2022-09-26,,19.06,,,,,,,,19.06,Amanda
21-Jul,Clair_Creek ,AMP22_0509,Western_Blacknose_Dace,Rhinichthys obtusus,3.2,,95.76,Amanda,2022-09-26,,16.45,84.3,Amanda,,,,,,84.3,Amanda
21-Jul,Clair_Creek ,AMP22_0510,Western_Blacknose_Dace,Rhinichthys obtusus,7.3,,53.88,Amanda,2022-09-26,,19.18,,,,,,,,19.18,Amanda
21-Jul,Clair_Creek ,AMP22_0511,Western_Blacknose_Dace,Rhinichthys obtusus,3.1,,136.7,Amanda,2022-09-26,,11.81,73.49,Amanda,,,,,,73.49,Amanda
21-Jul,Clair_Creek ,AMP22_0512,Western_Blacknose_Dace,Rhinichthys obtusus,2.9,,16.99,Amanda,2022-09-26,,12.08,89.33,Amanda,,,,,,89.33,Amanda
21-Jul,Clair_Creek ,AMP22_0513,Western_Blacknose_Dace,Rhinichthys obtusus,3.8,,115,Amanda,2022-09-26,,18.67,,,,,,,,18.67,Amanda
21-Jul,Clair_Creek ,AMP22_0514,Longnose_Dace,Rhinichthys cataractae,4.6,,93.94,Amanda,2022-09-26,,29.8,,,,,,,,29.8,Amanda
21-Jul,Clair_Creek ,AMP22_0515,Western_Blacknose_Dace,,8.6,,62.44,Amanda,2022-09-26,,32.44,,,,,,,,32.44,Amanda
21-Jul,Clair_Creek ,AMP22_0516,Western_Blacknose_Dace,Rhinichthys obtusus,3.5,,124.4,Amanda,2022-09-26,,21.58,,,,,,,,21.58,Amanda
21-Jul,Clair_Creek ,AMP22_0517,Western_Blacknose_Dace,Rhinichthys obtusus,3.9,,130.7,Amanda,2022-09-26,,9.078,71.43,Amanda,,,,,,71.43,Amanda
21-Jul,Clair_Creek ,AMP22_0518,Western_Blacknose_Dace,Rhinichthys obtusus,3,,101,Amanda,2022-09-26,,11.73,94.57,Amanda,,,,,,94.57,Amanda
21-Jul,Clair_Creek ,AMP22_0519,Western_Blacknose_Dace,Rhinichthys obtusus,3.2,,83.59,Amanda,2022-09-26,,19.2,,,,,,,,19.2,Amanda
21-Jul,Clair_Creek ,AMP22_0520,Western_Blacknose_Dace,Rhinichthys obtusus,3.9,,51.52,Amanda,2022-09-26,,23.03,,,,,,,,23.03,Amanda
21-Jul,Clair_Creek ,AMP22_0521,Western_Blacknose_Dace,Rhinichthys obtusus,NA,,56.83,Amanda,2022-09-26,,32.61,,,,,,,,32.61,Amanda
21-Jul,Clair_Creek ,AMP22_0522,Western_Blacknose_Dace,Rhinichthys obtusus,3.1,,137.4,Amanda,2022-09-26,,9.692,70.69,Amanda,,,,,,70.69,Amanda
21-Jul,Clair_Creek ,AMP22_0523,Western_Blacknose_Dace,Rhinichthys obtusus,3.2,,25.37,Amanda,2022-09-26,,15.56,91.69,Amanda,,,,,,91.69,Amanda
21-Jul,Clair_Creek ,AMP22_0524,Western_Blacknose_Dace,Rhinichthys obtusus,2.8,,65.46,Amanda,2022-09-26,,14.31,99.54,Amanda,,,,,,99.54,Amanda
21-Jul,Clair_Creek ,AMP22_0525,Western_Blacknose_Dace,Rhinichthys obtusus,3.5,,42.85,Amanda,2022-09-26,,11.2,62.58,Amanda,,,,,,62.58,Amanda
21-Jul,Clair_Creek ,AMP22_0526,Western_Blacknose_Dace,Rhinichthys obtusus,3.3,,33.96,Amanda,2022-09-26,,7.728,85.42,Amanda,,,,,,85.42,Amanda
21-Jul,Clair_Creek ,AMP22_0527,Western_Blacknose_Dace,Rhinichthys obtusus,3.3,,108.8,Amanda,2022-09-26,,12.3,90.96,Amanda,,,,,,90.96,Amanda
21-Jul,Clair_Creek ,AMP22_0528,Western_Blacknose_Dace,Rhinichthys obtusus,3,,74.43,Amanda,2022-09-26,,13.53,73.97,Amanda,,,,,,73.97,Amanda
21-Jul,Clair_Creek ,AMP22_0529,Western_Blacknose_Dace,Rhinichthys obtusus,3.5,,10.12,Amanda,2022-09-26,,12.46,,,,,,,,12.46,Amanda
21-Jul,Clair_Creek ,AMP22_0530,Western_Blacknose_Dace,Rhinichthys obtusus,3.3,,42.71,Amanda,2022-09-26,,11.08,,,,,,,,11.08,Amanda
21-Jul,Clair_Creek ,AMP22_0531,Western_Blacknose_Dace,Rhinichthys obtusus,3.1,,94.35,Amanda,2022-09-26,,14.86,92.02,Amanda,,,,,,92.02,Amanda
21-Jul,Clair_Creek ,AMP22_0532,Western_Blacknose_Dace,Rhinichthys obtusus,4,,17.92,Amanda,2022-09-26,,12.58,142.2,Amanda,,,,,,142.2,Amanda
21-Jul,Clair_Creek ,AMP22_0533,Western_Blacknose_Dace,Rhinichthys obtusus,3.2,,73.88,Amanda,2022-09-26,,16.69,82.11,Amanda,,,,,,82.11,Amanda
21-Jul,Clair_Creek ,AMP22_0534,Western_Blacknose_Dace,Rhinichthys obtusus,3.3,,19.98,Amanda,2022-09-26,,11.21,66.25,Amanda,,,,,,66.25,Amanda
21-Jul,Clair_Creek ,AMP22_0535,Western_Blacknose_Dace,Rhinichthys obtusus,3.7,,94.26,Amanda,2022-09-26,,11.23,136.3,Amanda,,,,,,136.3,Amanda
21-Jul,Clair_Creek ,AMP22_0536,Western_Blacknose_Dace,Rhinichthys obtusus,3,,8.64,Amanda,2022-09-26,,8.865,92.28,Amanda,,,,,,92.28,Amanda
21-Jul,Clair_Creek ,AMP22_0537,Western_Blacknose_Dace,Rhinichthys obtusus,3,,65.37,Amanda,2022-09-26,,9.271,100.7,Amanda,,,,,,100.7,Amanda
21-Jul,Clair_Creek ,AMP22_0538,Western_Blacknose_Dace,Rhinichthys obtusus,3.1,,55.84,Amanda,2022-09-26,,9.476,52.71,Amanda,,,,,,52.71,Amanda
21-Jul,Clair_Creek ,AMP22_0539,Creek_Chub,Semotilus atromaculatus,3.4,,59.4,Amanda,2022-09-26,,15.09,101.5,Amanda,,,,,,101.5,Amanda
21-Jul,Clair_Creek ,AMP22_0540,Creek_Chub,Semotilus atromaculatus,3.4,,43.63,Amanda,2022-09-26,,11.96,107.6,Amanda,,,,,,107.6,Amanda
21-Jul,Clair_Creek ,AMP22_0541,Creek_Chub,Semotilus atromaculatus,3.2,,48.31,Amanda,2022-09-26,,14.14,82.1,Amanda,,,,,,82.1,Amanda
21-Jul,Clair_Creek ,AMP22_0542,Creek_Chub,Semotilus atromaculatus,3.5,,156.5,Amanda,2022-09-26,,17.54,135.7,Amanda,,,,,,135.7,Amanda
21-Jul,Clair_Creek ,AMP22_0543,Creek_Chub,Semotilus atromaculatus,4,,49.56,Amanda,2022-09-26,,25.26,206.6,Amanda,,,,,,206.6,Amanda
21-Jul,Clair_Creek ,AMP22_0544,Creek_Chub,Semotilus atromaculatus,3.2,,81.53,Amanda,2022-09-26,,7.841,79.5,Amanda,,,,,,79.5,Amanda
21-Jul,Clair_Creek ,AMP22_0545,Creek_Chub,Semotilus atromaculatus,4.1,,47.79,Amanda,2022-09-26,,16.98,194.3,Amanda,,,,,,194.3,Amanda
21-Jul,Clair_Creek ,AMP22_0546,Creek_Chub,Semotilus atromaculatus,3,,75.81,Amanda,2022-09-27,,26.26,,,,,,,,26.26,Amanda
21-Jul,Clair_Creek ,AMP22_0547,Creek_Chub,Semotilus atromaculatus,3.3,,300,Amanda,2022-09-27,,25.38,,,,,,,,25.38,Amanda
21-Jul,Clair_Creek ,AMP22_0548,Creek_Chub,Semotilus atromaculatus,4.3,,259,Amanda,2022-09-27,,47.04,,,,,,,,47.04,Amanda
21-Jul,Clair_Creek ,AMP22_0549,Creek_Chub,Semotilus atromaculatus,8.5,,199.5,Amanda,2022-09-27,,29.19,,,,,,,,29.19,Amanda
21-Jul,Clair_Creek ,AMP22_0550,Creek_Chub,Semotilus atromaculatus,3.7,,129,Amanda,2022-09-27,,35.4,,,,,,,,35.4,Amanda
21-Jul,Clair_Creek ,AMP22_0551,Creek_Chub,Semotilus atromaculatus,3.1,,69.96,Amanda,2022-09-27,,20.1,,,,,,,,20.1,Amanda
21-Jul,Clair_Creek ,AMP22_0552,Creek_Chub,Semotilus atromaculatus,4,,161.3,Amanda,2022-09-27,,58.8,,,,,,,,58.8,Amanda
21-Jul,Clair_Creek ,AMP22_0553,Creek_Chub,Semotilus atromaculatus,3.4,,194.3,Amanda,2022-09-27,,28.65,,,,,,,,28.65,Amanda
21-Jul,Clair_Creek ,AMP22_0554,Creek_Chub,Semotilus atromaculatus,3.6,,192.4,Amanda,2022-09-27,,32.09,,,,,,,,32.09,Amanda
21-Jul,Clair_Creek ,AMP22_0555,Creek_Chub,Semotilus atromaculatus,3.2,,224.8,Amanda,2022-09-27,,26.81,,,,,,,,26.81,Amanda
21-Jul,Clair_Creek ,AMP22_0556,Creek_Chub,Semotilus atromaculatus,3.2,,117.3,Amanda,2022-09-27,,31.73,,,,,,,,31.73,Amanda
21-Jul,Clair_Creek ,AMP22_0557,Creek_Chub,Semotilus atromaculatus,3.2,,210.2,Amanda,2022-09-27,,18.91,90.17,Amanda,,,,,,90.17,Amanda
21-Jul,Clair_Creek ,AMP22_0558,Creek_Chub,Semotilus atromaculatus,3.4,,103.4,Amanda,2022-09-27,,34.64,,,,,,,,34.64,Amanda
21-Jul,Clair_Creek ,AMP22_0559,Creek_Chub,Semotilus atromaculatus,10.1,,229.3,Amanda,2022-09-27,,25.24,,,,,,,,25.24,Amanda
21-Jul,Clair_Creek ,AMP22_0560,Creek_Chub,Semotilus atromaculatus,4,,109.3,Amanda,2022-09-27,,33.97,,,,,,,,33.97,Amanda
21-Jul,Clair_Creek ,AMP22_0561,Creek_Chub,Semotilus atromaculatus,3.2,,75.07,Amanda,2022-09-27,,23.05,,,,,,,,23.05,Amanda
21-Jul,Clair_Creek ,AMP22_0562,Creek_Chub,Semotilus atromaculatus,3.8,,210.6,Amanda,2022-09-27,,38.06,,,,,,,,38.06,Amanda
21-Jul,Clair_Creek ,AMP22_0563,Creek_Chub,Semotilus atromaculatus,3.7,,259.5,Amanda,2022-09-27,,38.57,,,,,,,,38.57,Amanda
21-Jul,Clair_Creek ,AMP22_0564,Creek_Chub,Semotilus atromaculatus,4.1,,46.31,Amanda,2022-09-27,,44.28,,,,,,,,44.28,Amanda
21-Jul,Clair_Creek ,AMP22_0565,Creek_Chub,Semotilus atromaculatus,3.7,,85.5,Amanda,2022-09-27,,26.27,,,,,,,,26.27,Amanda
21-Jul,Clair_Creek ,AMP22_0566,Creek_Chub,Semotilus atromaculatus,3.5,Approximate measurement,306.6,Amanda,2022-09-27,,25.34,,,,,,,,25.34,Amanda
21-Jul,Clair_Creek ,AMP22_0567,Creek_Chub,Semotilus atromaculatus,3.6,,192.4,Amanda,2022-09-27,,34.22,,,,,,,,34.22,Amanda
21-Jul,Clair_Creek ,AMP22_0568,Creek_Chub,Semotilus atromaculatus,3.6,,181.4,Amanda,2022-09-27,,40.4,,,,,,,,40.4,Amanda
26-Jul,Humber_River,AMP22_0569,Common_Shiner,Luxilus cornutus,6.2,,183.1,Amanda,2022-09-27,,19.28,,,,,,,,19.28,Amanda
26-Jul,Humber_River,AMP22_0570,Common_Shiner,Luxilus cornutus,6.7,,33.46,Amanda,2022-09-27,,31.31,,,,,,,,31.31,Amanda
26-Jul,Humber_River,AMP22_0571,Common_Shiner,Luxilus cornutus,6.4,,155.5,Amanda,2022-09-27,,21.82,,,,,,,,21.82,Amanda
26-Jul,Humber_River,AMP22_0572,Common_Shiner,Luxilus cornutus,6.3,,145.5,Amanda,2022-09-27,,17.92,52.76,Amanda,,,,,,52.76,Amanda
26-Jul,Humber_River,AMP22_0573,Common_Shiner,Luxilus cornutus,5.6,,70.7,Amanda,2022-09-27,,19.85,,,,,,,,19.85,Amanda
26-Jul,Humber_River,AMP22_0574,Common_Shiner,Luxilus cornutus,5.5,,17.36,Amanda,2022-09-27,,14.27,34.34,Amanda,,,,,,34.34,Amanda
26-Jul,Humber_River,AMP22_0575,Common_Shiner,Luxilus cornutus,6.3,,96.23,Amanda,2022-09-27,,13.57,72.8,Amanda,,,,,,72.8,Amanda
26-Jul,Humber_River,AMP22_0576,Common_Shiner,Luxilus cornutus,6.6,,33.01,Amanda,2022-09-27,,17.41,65.06,Amanda,,,,,,65.06,Amanda
26-Jul,Humber_River,AMP22_0577,Common_Shiner,Luxilus cornutus,5.5,,94.79,Amanda,2022-09-27,,12.87,23.23,Amanda,,,,,,23.23,Amanda
26-Jul,Humber_River,AMP22_0578,Common_Shiner,Luxilus cornutus,7.9,,104.5,Amanda,2022-09-27,,11.1,84.49,Amanda,,,,,,84.49,Amanda
26-Jul,Humber_River,AMP22_0579,Common_Shiner,Luxilus cornutus,6.5,,157,Amanda,2022-09-27,,12.43,34.9,Amanda,,,,,,34.9,Amanda
26-Jul,Humber_River,AMP22_0580,Common_Shiner,Luxilus cornutus,6.2,,101.2,Amanda,2022-09-27,,27.85,,,,,,,,27.85,Amanda
26-Jul,Humber_River,AMP22_0581,Common_Shiner,Luxilus cornutus,5.3,,94.62,Amanda,2022-09-27,,8.956,37.47,Amanda,,,,,,37.47,Amanda
26-Jul,Humber_River,AMP22_0582,Common_Shiner,Luxilus cornutus,6.6,,109.4,Amanda,2022-09-27,,19.55,,,,,,,,19.55,Amanda
26-Jul,Humber_River,AMP22_0583,Common_Shiner,Luxilus cornutus,5.6,,84.15,Amanda,2022-09-27,,14.63,74.5,Amanda,,,,,,74.5,Amanda
26-Jul,Humber_River,AMP22_0584,Common_Shiner,Luxilus cornutus,6.8,,47.35,Amanda,2022-09-27,,13.99,57.8,Amanda,,,,,,57.8,Amanda
26-Jul,Humber_River,AMP22_0585,Common_Shiner,Luxilus cornutus,6.6,,62.66,Amanda,2022-09-27,,20.32,,,,,,,,20.32,Amanda
26-Jul,Humber_River,AMP22_0586,Common_Shiner,Luxilus cornutus,6.5,,105.1,Amanda,2022-09-27,,19.2,67.92,Amanda,,,,,,67.92,Amanda
26-Jul,Humber_River,AMP22_0587,Common_Shiner,Luxilus cornutus,5.9,,173.2,Amanda,2022-09-27,,54.76,,,,,,,,54.76,Amanda
26-Jul,Humber_River,AMP22_0588,Common_Shiner,Luxilus cornutus,9.2,,76.69,Amanda,2022-09-27,,15.95,101.3,Amanda,,,,,,101.3,Amanda
26-Jul,Humber_River,AMP22_0589,Common_Shiner,Luxilus cornutus,7.7,,121.1,Amanda,2022-09-27,,37.05,,,,,,,,37.05,Amanda
26-Jul,Humber_River,AMP22_0590,Common_Shiner,Luxilus cornutus,6.9,,106.4,Amanda,2022-09-27,,13.44,52.5,Amanda,,,,,,52.5,Amanda
26-Jul,Humber_River,AMP22_0591,Common_Shiner,Luxilus cornutus,12,,135.4,Amanda,2022-09-27,,36.31,,,,,,,,36.31,Amanda
26-Jul,Humber_River,AMP22_0592,Common_Shiner,Luxilus cornutus,7,,162.2,Amanda,2022-09-27,,50.06,,,,,,,,50.06,Amanda
26-Jul,Humber_River,AMP22_0593,Creek_Chub,Semotilus atromaculatus,7.5,,62.58,Amanda,2022-09-27,,64.6,,,,,,,,64.6,Amanda
26-Jul,Humber_River,AMP22_0594,Common_Shiner,Luxilus cornutus,9,,122.7,Amy,2022-09-28,,33.59,,,,,,,,33.59,Amy
26-Jul,Humber_River,AMP22_0595,Creek_Chub,Semotilus atromaculatus,7.8,,179.6,Amy,2022-09-28,,27.39,,,,,,,,27.39,Amy
26-Jul,Humber_River,AMP22_0596,Common_Shiner,Luxilus cornutus,10.2,,271.8,Amy,2022-09-28,,48.25,,,,,,,,48.25,Amy
26-Jul,Humber_River,AMP22_0597,Creek_Chub,Semotilus atromaculatus,8.1,,119.6,Amy,2022-09-28,,29.29,,,,,,,,29.29,Amy
26-Jul,Humber_River,AMP22_0598,Creek_Chub,Semotilus atromaculatus,6.3,,119.2,Amy,2022-09-28,,23.16,,,,,,,,23.16,Amy
26-Jul,Humber_River,AMP22_0599,Creek_Chub,Semotilus atromaculatus,6.7,,227,Amy,2022-09-28,,42.42,,,,,,,,42.42,Amy
26-Jul,Humber_River,AMP22_0600,Common_Shiner,Luxilus cornutus,9.3,,65.6,Amy,2022-09-28,,51.84,,,,,,,,51.84,Amy
26-Jul,Humber_River,AMP22_0601,Creek_Chub,Semotilus atromaculatus,9,,74.3,Amy,2022-09-28,,34.06,,,,,,,,34.06,Amy
26-Jul,Humber_River,AMP22_0602,Creek_Chub,Semotilus atromaculatus,8.1,,48.83,Amy,2022-09-28,,27.3,,,,,,,,27.3,Amy
26-Jul,Humber_River,AMP22_0603,Creek_Chub,Semotilus atromaculatus,6.8,,69.13,Amy,2022-09-28,,16.36,155.2,Amy,2022-12-01,,,,,155.2,Amy
26-Jul,Humber_River,AMP22_0604,Creek_Chub,Semotilus atromaculatus,6.5,,80.87,Amy,2022-09-28,,33.98,,,,,,,,33.98,Amy
26-Jul,Humber_River,AMP22_0605,Creek_Chub,Semotilus atromaculatus,9.5,,81.53,Amy,2022-09-28,,35.93,,,,,,,,35.93,Amy
26-Jul,Humber_River,AMP22_0606,Creek_Chub,Semotilus atromaculatus,9.1,,63.04,Amy,2022-09-28,,34.77,,,,,,,,34.77,Amy
26-Jul,Humber_River,AMP22_0607,Creek_Chub,Semotilus atromaculatus,9,,20.59,Amy,2022-09-28,,10.96,156.8,Amy,2022-12-01,,,,,156.8,Amy
